"subject" "activity" "domain" "acceleration" "source" "firstDerivation" "secondDerivation" "calculation" "direction" "meanValue" "unit"
"22" "standing" "time" "body" "accelerometer" NA NA "std" "x" -0.546089975548692 "g"
"22" "standing" "time" "body" "accelerometer" NA NA "std" "y" -0.491188426241526 "g"
"22" "standing" "time" "body" "accelerometer" NA NA "std" "z" -0.65508967878972 "g"
"22" "standing" "time" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.794681311214953 "rad/seg"
"22" "standing" "time" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.82649344800623 "rad/seg"
"22" "standing" "time" "body" "gyroscope" "jerk" NA "mean" "x" -0.109257561827445 "rad/seg"
"22" "standing" "time" "body" "gyroscope" "jerk" NA "mean" "y" -0.0384616223750156 "rad/seg"
"22" "standing" "time" "body" "gyroscope" "jerk" NA "mean" "z" -0.0582144293519003 "rad/seg"
"22" "standing" "time" "body" "gyroscope" "jerk" NA "std" "x" -0.708898710199377 "rad/seg"
"22" "standing" "time" "body" "gyroscope" "jerk" NA "std" "y" -0.859924419844237 "rad/seg"
"22" "standing" "time" "body" "gyroscope" "jerk" NA "std" "z" -0.742272774987539 "rad/seg"
"22" "standing" "time" "body" "gyroscope" "magnitude" NA "mean" NA -0.637666108456075 "rad/seg"
"22" "standing" "time" "body" "gyroscope" "magnitude" NA "std" NA -0.67637856158162 "rad/seg"
"22" "standing" "time" "body" "gyroscope" NA NA "mean" "x" -0.00800630644716511 "rad/seg"
"22" "standing" "time" "body" "gyroscope" NA NA "mean" "y" -0.0949661116922118 "rad/seg"
"22" "standing" "time" "body" "gyroscope" NA NA "mean" "z" 0.0812406584647975 "rad/seg"
"22" "standing" "time" "body" "gyroscope" NA NA "std" "x" -0.695919202960436 "rad/seg"
"22" "standing" "time" "body" "gyroscope" NA NA "std" "y" -0.784052281090343 "rad/seg"
"22" "standing" "time" "body" "gyroscope" NA NA "std" "z" -0.654458016208723 "rad/seg"
"22" "standing" "time" "gravity" "accelerometer" "magnitude" NA "mean" NA -0.504099198287601 "g"
"22" "standing" "time" "gravity" "accelerometer" "magnitude" NA "std" NA -0.595953853592586 "g"
"22" "standing" "time" "gravity" "accelerometer" NA NA "mean" "x" 0.609390874922118 "g"
"22" "standing" "time" "gravity" "accelerometer" NA NA "mean" "y" 0.0315098683115265 "g"
"22" "standing" "time" "gravity" "accelerometer" NA NA "mean" "z" 0.23588786398215 "g"
"22" "standing" "time" "gravity" "accelerometer" NA NA "std" "x" -0.95850446411215 "g"
"22" "standing" "time" "gravity" "accelerometer" NA NA "std" "y" -0.957323093436449 "g"
"22" "standing" "time" "gravity" "accelerometer" NA NA "std" "z" -0.939081026109034 "g"
"23" "standing" "frequency" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.542663319457527 "g"
"23" "standing" "frequency" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.583832309145968 "g"
"23" "standing" "frequency" "body" "accelerometer" "jerk" NA "mean" "x" -0.617521836605645 "g"
"23" "standing" "frequency" "body" "accelerometer" "jerk" NA "mean" "y" -0.628231338392742 "g"
"23" "standing" "frequency" "body" "accelerometer" "jerk" NA "mean" "z" -0.578870810235484 "g"
"23" "standing" "frequency" "body" "accelerometer" "jerk" NA "std" "x" -0.635054351475538 "g"
"23" "standing" "frequency" "body" "accelerometer" "jerk" NA "std" "y" -0.636977610060753 "g"
"23" "standing" "frequency" "body" "accelerometer" "jerk" NA "std" "z" -0.627540367652688 "g"
"23" "standing" "frequency" "body" "accelerometer" "magnitude" NA "mean" NA -0.529029284118011 "g"
"23" "standing" "frequency" "body" "accelerometer" "magnitude" NA "std" NA -0.657048917971505 "g"
"23" "standing" "frequency" "body" "accelerometer" NA NA "mean" "x" -0.599080886430645 "g"
"23" "standing" "frequency" "body" "accelerometer" NA NA "mean" "y" -0.548483208943548 "g"
"23" "standing" "frequency" "body" "accelerometer" NA NA "mean" "z" -0.49021281618414 "g"
"23" "standing" "frequency" "body" "accelerometer" NA NA "std" "x" -0.633839114436559 "g"
"23" "standing" "frequency" "body" "accelerometer" NA NA "std" "y" -0.554471679592177 "g"
"23" "standing" "frequency" "body" "accelerometer" NA NA "std" "z" -0.474767543716048 "g"
"23" "standing" "frequency" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.584111049810215 "rad/seg"
"23" "standing" "frequency" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.593735302105376 "rad/seg"
"23" "standing" "frequency" "body" "gyroscope" "magnitude" NA "mean" NA -0.534657191683602 "rad/seg"
"23" "standing" "frequency" "body" "gyroscope" "magnitude" NA "std" NA -0.632288527203763 "rad/seg"
"23" "standing" "frequency" "body" "gyroscope" NA NA "mean" "x" -0.685136501518817 "rad/seg"
"23" "standing" "frequency" "body" "gyroscope" NA NA "mean" "y" -0.497783811010484 "rad/seg"
"23" "standing" "frequency" "body" "gyroscope" NA NA "mean" "z" -0.617685416736559 "rad/seg"
"23" "standing" "frequency" "body" "gyroscope" NA NA "std" "x" -0.779197054064516 "rad/seg"
"23" "standing" "frequency" "body" "gyroscope" NA NA "std" "y" -0.50785054741371 "rad/seg"
"23" "standing" "frequency" "body" "gyroscope" NA NA "std" "z" -0.644131036807258 "rad/seg"
"23" "standing" "time" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.58640067170914 "g"
"23" "standing" "time" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.55872531418629 "g"
"23" "standing" "time" "body" "accelerometer" "jerk" NA "mean" "x" 0.0778588215843817 "g"
"23" "standing" "time" "body" "accelerometer" "jerk" NA "mean" "y" 0.0200470964972984 "g"
"23" "standing" "time" "body" "accelerometer" "jerk" NA "mean" "z" -0.000717680881887096 "g"
"23" "standing" "time" "body" "accelerometer" "jerk" NA "std" "x" -0.608183751830914 "g"
"23" "standing" "time" "body" "accelerometer" "jerk" NA "std" "y" -0.61898123051828 "g"
"23" "standing" "time" "body" "accelerometer" "jerk" NA "std" "z" -0.603048769571532 "g"
"23" "standing" "time" "body" "accelerometer" "magnitude" NA "mean" NA -0.532754757205108 "g"
"23" "standing" "time" "body" "accelerometer" "magnitude" NA "std" NA -0.56557562579215 "g"
"23" "standing" "time" "body" "accelerometer" NA NA "mean" "x" 0.273493254730108 "g"
"23" "standing" "time" "body" "accelerometer" NA NA "mean" "y" -0.019589258786828 "g"
"23" "standing" "time" "body" "accelerometer" NA NA "mean" "z" -0.109093982385242 "g"
"23" "standing" "time" "body" "accelerometer" NA NA "std" "x" -0.622594039757258 "g"
"23" "standing" "time" "body" "accelerometer" NA NA "std" "y" -0.532078546615699 "g"
"23" "standing" "time" "body" "accelerometer" NA NA "std" "z" -0.450557203409946 "g"
"23" "standing" "time" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.623412641977151 "rad/seg"
"23" "standing" "time" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.573942888021613 "rad/seg"
"23" "standing" "time" "body" "gyroscope" "jerk" NA "mean" "x" -0.0966990737225806 "rad/seg"
"23" "standing" "time" "body" "gyroscope" "jerk" NA "mean" "y" -0.0432722741798387 "rad/seg"
"23" "standing" "time" "body" "gyroscope" "jerk" NA "mean" "z" -0.0621959093526344 "rad/seg"
"23" "standing" "time" "body" "gyroscope" "jerk" NA "std" "x" -0.728692138333333 "rad/seg"
"23" "standing" "time" "body" "gyroscope" "jerk" NA "std" "y" -0.546043593651882 "rad/seg"
"23" "standing" "time" "body" "gyroscope" "jerk" NA "std" "z" -0.740518145887097 "rad/seg"
"23" "standing" "time" "body" "gyroscope" "magnitude" NA "mean" NA -0.544207964433387 "rad/seg"
"23" "standing" "time" "body" "gyroscope" "magnitude" NA "std" NA -0.541949073660753 "rad/seg"
"23" "standing" "time" "body" "gyroscope" NA NA "mean" "x" -0.0220890418013172 "rad/seg"
"23" "standing" "time" "body" "gyroscope" NA NA "mean" "y" -0.0825972963754032 "rad/seg"
"23" "standing" "time" "body" "gyroscope" NA NA "mean" "z" 0.074694942324328 "rad/seg"
"23" "standing" "time" "body" "gyroscope" NA NA "std" "x" -0.755738625241935 "rad/seg"
"23" "standing" "time" "body" "gyroscope" NA NA "std" "y" -0.500338191139785 "rad/seg"
"23" "standing" "time" "body" "gyroscope" NA NA "std" "z" -0.609683451821774 "rad/seg"
"23" "standing" "time" "gravity" "accelerometer" "magnitude" NA "mean" NA -0.532754757205108 "g"
"23" "standing" "time" "gravity" "accelerometer" "magnitude" NA "std" NA -0.56557562579215 "g"
"23" "standing" "time" "gravity" "accelerometer" NA NA "mean" "x" 0.662324737580645 "g"
"23" "standing" "time" "gravity" "accelerometer" NA NA "mean" "y" 0.0146209197354839 "g"
"23" "standing" "time" "gravity" "accelerometer" NA NA "mean" "z" 0.0518662466372043 "g"
"23" "standing" "time" "gravity" "accelerometer" NA NA "std" "x" -0.964393040295699 "g"
"23" "standing" "time" "gravity" "accelerometer" NA NA "std" "y" -0.960318907096774 "g"
"23" "standing" "time" "gravity" "accelerometer" NA NA "std" "z" -0.934236146612903 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.696845583388451 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.682447145993307 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" NA "mean" "x" -0.752245372493438 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" NA "mean" "y" -0.703641614506562 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" NA "mean" "z" -0.719655747391076 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" NA "std" "x" -0.751378154304462 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" NA "std" "y" -0.688280461860892 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" NA "std" "z" -0.751628687821522 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" "magnitude" NA "mean" NA -0.650121872273806 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" "magnitude" NA "std" NA -0.705928425819685 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" NA NA "mean" "x" -0.707613779580052 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" NA NA "mean" "y" -0.611509042586877 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" NA NA "mean" "z" -0.65585899482231 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" NA NA "std" "x" -0.664356691751496 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" NA NA "std" "y" -0.594676790059055 "g"
"24" "walking_upstairs" "frequency" "body" "accelerometer" NA NA "std" "z" -0.655360521446194 "g"
"24" "walking_upstairs" "frequency" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.795019165380577 "rad/seg"
"24" "walking_upstairs" "frequency" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.796157264514436 "rad/seg"
"24" "walking_upstairs" "frequency" "body" "gyroscope" "magnitude" NA "mean" NA -0.754131617480315 "rad/seg"
"24" "walking_upstairs" "frequency" "body" "gyroscope" "magnitude" NA "std" NA -0.782076276167979 "rad/seg"
"24" "walking_upstairs" "frequency" "body" "gyroscope" NA NA "mean" "x" -0.722607377748032 "rad/seg"
"24" "walking_upstairs" "frequency" "body" "gyroscope" NA NA "mean" "y" -0.753710479580053 "rad/seg"
"24" "walking_upstairs" "frequency" "body" "gyroscope" NA NA "mean" "z" -0.70948857687664 "rad/seg"
"24" "walking_upstairs" "frequency" "body" "gyroscope" NA NA "std" "x" -0.794063529133858 "rad/seg"
"24" "walking_upstairs" "frequency" "body" "gyroscope" NA NA "std" "y" -0.771969808976378 "rad/seg"
"24" "walking_upstairs" "frequency" "body" "gyroscope" NA NA "std" "z" -0.735749934304462 "rad/seg"
"24" "walking_upstairs" "time" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.713667423769029 "g"
"24" "walking_upstairs" "time" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.689391189346457 "g"
"24" "walking_upstairs" "time" "body" "accelerometer" "jerk" NA "mean" "x" 0.0784735003467192 "g"
"24" "walking_upstairs" "time" "body" "accelerometer" "jerk" NA "mean" "y" 0.00396900308574016 "g"
"24" "walking_upstairs" "time" "body" "accelerometer" "jerk" NA "mean" "z" -0.00700960558805774 "g"
"24" "walking_upstairs" "time" "body" "accelerometer" "jerk" NA "std" "x" -0.74030054488189 "g"
"24" "walking_upstairs" "time" "body" "accelerometer" "jerk" NA "std" "y" -0.685979796261942 "g"
"24" "walking_upstairs" "time" "body" "accelerometer" "jerk" NA "std" "z" -0.736374232574803 "g"
"24" "walking_upstairs" "time" "body" "accelerometer" "magnitude" NA "mean" NA -0.620032665162467 "g"
"24" "walking_upstairs" "time" "body" "accelerometer" "magnitude" NA "std" NA -0.650862147810236 "g"
"24" "walking_upstairs" "time" "body" "accelerometer" NA NA "mean" "x" 0.276767046391076 "g"
"24" "walking_upstairs" "time" "body" "accelerometer" NA NA "mean" "y" -0.0176822460103885 "g"
"24" "walking_upstairs" "time" "body" "accelerometer" NA NA "mean" "z" -0.107914503687664 "g"
"24" "walking_upstairs" "time" "body" "accelerometer" NA NA "std" "x" -0.675459176298425 "g"
"24" "walking_upstairs" "time" "body" "accelerometer" NA NA "std" "y" -0.582490655185302 "g"
"24" "walking_upstairs" "time" "body" "accelerometer" NA NA "std" "z" -0.636497458900262 "g"
"24" "walking_upstairs" "time" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.791646550787402 "rad/seg"
"24" "walking_upstairs" "time" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.788997850813648 "rad/seg"
"24" "walking_upstairs" "time" "body" "gyroscope" "jerk" NA "mean" "x" -0.0998294248142257 "rad/seg"
"24" "walking_upstairs" "time" "body" "gyroscope" "jerk" NA "mean" "y" -0.0390749421383202 "rad/seg"
"24" "walking_upstairs" "time" "body" "gyroscope" "jerk" NA "mean" "z" -0.0552987683401575 "rad/seg"
"24" "walking_upstairs" "time" "body" "gyroscope" "jerk" NA "std" "x" -0.764490030609974 "rad/seg"
"24" "walking_upstairs" "time" "body" "gyroscope" "jerk" NA "std" "y" -0.792718702440945 "rad/seg"
"24" "walking_upstairs" "time" "body" "gyroscope" "jerk" NA "std" "z" -0.796816516614173 "rad/seg"
"24" "walking_upstairs" "time" "body" "gyroscope" "magnitude" NA "mean" NA -0.682447212750656 "rad/seg"
"24" "walking_upstairs" "time" "body" "gyroscope" "magnitude" NA "std" NA -0.742983126606299 "rad/seg"
"24" "walking_upstairs" "time" "body" "gyroscope" NA NA "mean" "x" -0.0212578096847769 "rad/seg"
"24" "walking_upstairs" "time" "body" "gyroscope" NA NA "mean" "y" -0.0782440202677165 "rad/seg"
"24" "walking_upstairs" "time" "body" "gyroscope" NA NA "mean" "z" 0.0841740375981627 "rad/seg"
"24" "walking_upstairs" "time" "body" "gyroscope" NA NA "std" "x" -0.776199049939633 "rad/seg"
"24" "walking_upstairs" "time" "body" "gyroscope" NA NA "std" "y" -0.763365457296588 "rad/seg"
"24" "walking_upstairs" "time" "body" "gyroscope" NA NA "std" "z" -0.708251676335958 "rad/seg"
"24" "walking_upstairs" "time" "gravity" "accelerometer" "magnitude" NA "mean" NA -0.620032665162467 "g"
"24" "walking_upstairs" "time" "gravity" "accelerometer" "magnitude" NA "std" NA -0.650862147810236 "g"
"24" "walking_upstairs" "time" "gravity" "accelerometer" NA NA "mean" "x" 0.69498126808399 "g"
"24" "walking_upstairs" "time" "gravity" "accelerometer" NA NA "mean" "y" 0.0729509702152231 "g"
"24" "walking_upstairs" "time" "gravity" "accelerometer" NA NA "mean" "z" 0.0623227714146982 "g"
"24" "walking_upstairs" "time" "gravity" "accelerometer" NA NA "std" "x" -0.975329699658793 "g"
"24" "walking_upstairs" "time" "gravity" "accelerometer" NA NA "std" "y" -0.96089816664042 "g"
"24" "walking_upstairs" "time" "gravity" "accelerometer" NA NA "std" "z" -0.955724566194226 "g"
"25" "laying" "frequency" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.529074730447761 "g"
"25" "laying" "frequency" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.566815624477612 "g"
"25" "laying" "frequency" "body" "accelerometer" "jerk" NA "mean" "x" -0.563297812686567 "g"
"25" "laying" "frequency" "body" "accelerometer" "jerk" NA "mean" "y" -0.477200653134328 "g"
"25" "laying" "frequency" "body" "accelerometer" "jerk" NA "mean" "z" -0.708871252238806 "g"
"25" "laying" "frequency" "body" "accelerometer" "jerk" NA "std" "x" -0.579391492537313 "g"
"25" "laying" "frequency" "body" "accelerometer" "jerk" NA "std" "y" -0.43525080158209 "g"
"25" "laying" "frequency" "body" "accelerometer" "jerk" NA "std" "z" -0.750957549701493 "g"
"25" "laying" "frequency" "body" "accelerometer" "magnitude" NA "mean" NA -0.381844136656716 "g"
"25" "laying" "frequency" "body" "accelerometer" "magnitude" NA "std" NA -0.441953191044776 "g"
"25" "laying" "frequency" "body" "accelerometer" NA NA "mean" "x" -0.436034489253731 "g"
"25" "laying" "frequency" "body" "accelerometer" NA NA "mean" "y" -0.227198247731343 "g"
"25" "laying" "frequency" "body" "accelerometer" NA NA "mean" "z" -0.536272947910448 "g"
"25" "laying" "frequency" "body" "accelerometer" NA NA "std" "x" -0.326181856286567 "g"
"25" "laying" "frequency" "body" "accelerometer" NA NA "std" "y" -0.126670021822388 "g"
"25" "laying" "frequency" "body" "accelerometer" NA NA "std" "z" -0.32338945780597 "g"
"25" "laying" "frequency" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.725791752835821 "rad/seg"
"25" "laying" "frequency" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.739360746865672 "rad/seg"
"25" "laying" "frequency" "body" "gyroscope" "magnitude" NA "mean" NA -0.482637288955224 "rad/seg"
"25" "laying" "frequency" "body" "gyroscope" "magnitude" NA "std" NA -0.379517451373134 "rad/seg"
"25" "laying" "frequency" "body" "gyroscope" NA NA "mean" "x" -0.308711959208955 "rad/seg"
"25" "laying" "frequency" "body" "gyroscope" NA NA "mean" "y" -0.595633568656716 "rad/seg"
"25" "laying" "frequency" "body" "gyroscope" NA NA "mean" "z" -0.489308655223881 "rad/seg"
"25" "laying" "frequency" "body" "gyroscope" NA NA "std" "x" -0.372271685656716 "rad/seg"
"25" "laying" "frequency" "body" "gyroscope" NA NA "std" "y" -0.377961868955224 "rad/seg"
"25" "laying" "frequency" "body" "gyroscope" NA NA "std" "z" -0.544200300298507 "rad/seg"
"25" "laying" "time" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.544945887313433 "g"
"25" "laying" "time" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.543349355671642 "g"
"25" "laying" "time" "body" "accelerometer" "jerk" NA "mean" "x" 0.104281423896716 "g"
"25" "laying" "time" "body" "accelerometer" "jerk" NA "mean" "y" -0.00154458795223881 "g"
"25" "laying" "time" "body" "accelerometer" "jerk" NA "mean" "z" -0.015790759761791 "g"
"25" "laying" "time" "body" "accelerometer" "jerk" NA "std" "x" -0.550905335373134 "g"
"25" "laying" "time" "body" "accelerometer" "jerk" NA "std" "y" -0.439023398955224 "g"
"25" "laying" "time" "body" "accelerometer" "jerk" NA "std" "z" -0.730473943880597 "g"
"25" "laying" "time" "body" "accelerometer" "magnitude" NA "mean" NA -0.242882056238806 "g"
"25" "laying" "time" "body" "accelerometer" "magnitude" NA "std" NA -0.355656243895522 "g"
"25" "laying" "time" "body" "accelerometer" NA NA "mean" "x" 0.281587895671642 "g"
"25" "laying" "time" "body" "accelerometer" NA NA "mean" "y" -0.0232940871262687 "g"
"25" "laying" "time" "body" "accelerometer" NA NA "mean" "z" -0.111342868820896 "g"
"25" "laying" "time" "body" "accelerometer" NA NA "std" "x" -0.35449578219403 "g"
"25" "laying" "time" "body" "accelerometer" NA NA "std" "y" -0.122076968631343 "g"
"25" "laying" "time" "body" "accelerometer" NA NA "std" "z" -0.358563807910448 "g"
"25" "laying" "time" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.682856995671642 "rad/seg"
"25" "laying" "time" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.722952022835821 "rad/seg"
"25" "laying" "time" "body" "gyroscope" "jerk" NA "mean" "x" -0.114935814892537 "rad/seg"
"25" "laying" "time" "body" "gyroscope" "jerk" NA "mean" "y" -0.0380204553547761 "rad/seg"
"25" "laying" "time" "body" "gyroscope" "jerk" NA "mean" "z" -0.0541320693262687 "rad/seg"
"25" "laying" "time" "body" "gyroscope" "jerk" NA "std" "x" -0.508540971940298 "rad/seg"
"25" "laying" "time" "body" "gyroscope" "jerk" NA "std" "y" -0.794738742238806 "rad/seg"
"25" "laying" "time" "body" "gyroscope" "jerk" NA "std" "z" -0.642143695522388 "rad/seg"
"25" "laying" "time" "body" "gyroscope" "magnitude" NA "mean" NA -0.234817039132836 "rad/seg"
"25" "laying" "time" "body" "gyroscope" "magnitude" NA "std" NA -0.349989404771642 "rad/seg"
"25" "laying" "time" "body" "gyroscope" NA NA "mean" "x" 0.0446095071791045 "rad/seg"
"25" "laying" "time" "body" "gyroscope" NA NA "mean" "y" -0.114724830571343 "rad/seg"
"25" "laying" "time" "body" "gyroscope" NA NA "mean" "z" 0.0844635376626866 "rad/seg"
"25" "laying" "time" "body" "gyroscope" NA NA "std" "x" -0.352327987776119 "rad/seg"
"25" "laying" "time" "body" "gyroscope" NA NA "std" "y" -0.447250805820896 "rad/seg"
"25" "laying" "time" "body" "gyroscope" NA NA "std" "z" -0.495293246716418 "rad/seg"
"25" "laying" "time" "gravity" "accelerometer" "magnitude" NA "mean" NA -0.242882056238806 "g"
"25" "laying" "time" "gravity" "accelerometer" "magnitude" NA "std" NA -0.355656243895522 "g"
"25" "laying" "time" "gravity" "accelerometer" NA NA "mean" "x" 0.95220845 "g"
"25" "laying" "time" "gravity" "accelerometer" NA NA "mean" "y" -0.16165490480597 "g"
"25" "laying" "time" "gravity" "accelerometer" NA NA "mean" "z" 0.0466790853059701 "g"
"25" "laying" "time" "gravity" "accelerometer" NA NA "std" "x" -0.967471422238806 "g"
"25" "laying" "time" "gravity" "accelerometer" NA NA "std" "y" -0.944533584477612 "g"
"25" "laying" "time" "gravity" "accelerometer" NA NA "std" "z" -0.912598794925373 "g"
"25" "standing" "frequency" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.828189280994152 "g"
"25" "standing" "frequency" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.826006345409357 "g"
"25" "standing" "frequency" "body" "accelerometer" "jerk" NA "mean" "x" -0.851328086169591 "g"
"25" "standing" "frequency" "body" "accelerometer" "jerk" NA "mean" "y" -0.792166122660819 "g"
"25" "standing" "frequency" "body" "accelerometer" "jerk" NA "mean" "z" -0.877055875847953 "g"
"25" "standing" "frequency" "body" "accelerometer" "jerk" NA "std" "x" -0.852442084853801 "g"
"25" "standing" "frequency" "body" "accelerometer" "jerk" NA "std" "y" -0.777826411520468 "g"
"25" "standing" "frequency" "body" "accelerometer" "jerk" NA "std" "z" -0.893968784502924 "g"
"25" "standing" "frequency" "body" "accelerometer" "magnitude" NA "mean" NA -0.756372819397661 "g"
"25" "standing" "frequency" "body" "accelerometer" "magnitude" NA "std" NA -0.745013505982456 "g"
"25" "standing" "frequency" "body" "accelerometer" NA NA "mean" "x" -0.809614156959064 "g"
"25" "standing" "frequency" "body" "accelerometer" NA NA "mean" "y" -0.673067384719298 "g"
"25" "standing" "frequency" "body" "accelerometer" NA NA "mean" "z" -0.778129476754386 "g"
"25" "standing" "frequency" "body" "accelerometer" NA NA "std" "x" -0.779480419415205 "g"
"25" "standing" "frequency" "body" "accelerometer" NA NA "std" "y" -0.607896348903216 "g"
"25" "standing" "frequency" "body" "accelerometer" NA NA "std" "z" -0.690335623204386 "g"
"25" "standing" "frequency" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.905391691608187 "rad/seg"
"25" "standing" "frequency" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.904819432807017 "rad/seg"
"25" "standing" "frequency" "body" "gyroscope" "magnitude" NA "mean" NA -0.807444065877193 "rad/seg"
"25" "standing" "frequency" "body" "gyroscope" "magnitude" NA "std" NA -0.759451745578947 "rad/seg"
"25" "standing" "frequency" "body" "gyroscope" NA NA "mean" "x" -0.743406970894737 "rad/seg"
"25" "standing" "frequency" "body" "gyroscope" NA NA "mean" "y" -0.85574348497076 "rad/seg"
"25" "standing" "frequency" "body" "gyroscope" NA NA "mean" "z" -0.797282735263158 "rad/seg"
"25" "standing" "frequency" "body" "gyroscope" NA NA "std" "x" -0.752721567766082 "rad/seg"
"25" "standing" "frequency" "body" "gyroscope" NA NA "std" "y" -0.791294122017544 "rad/seg"
"25" "standing" "frequency" "body" "gyroscope" NA NA "std" "z" -0.815681379766082 "rad/seg"
"25" "standing" "time" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.830168934298246 "g"
"25" "standing" "time" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.826901775204678 "g"
"25" "standing" "time" "body" "accelerometer" "jerk" NA "mean" "x" 0.0773547777173392 "g"
"25" "standing" "time" "body" "accelerometer" "jerk" NA "mean" "y" 0.00794005842154971 "g"
"25" "standing" "time" "body" "accelerometer" "jerk" NA "mean" "z" -0.00927954163523684 "g"
"25" "standing" "time" "body" "accelerometer" "jerk" NA "std" "x" -0.845000271081871 "g"
"25" "standing" "time" "body" "accelerometer" "jerk" NA "std" "y" -0.778038380964912 "g"
"25" "standing" "time" "body" "accelerometer" "jerk" NA "std" "z" -0.886175506608187 "g"
"25" "standing" "time" "body" "accelerometer" "magnitude" NA "mean" NA -0.650083046388889 "g"
"25" "standing" "time" "body" "accelerometer" "magnitude" NA "std" NA -0.718445536415205 "g"
"25" "standing" "time" "body" "accelerometer" NA NA "mean" "x" 0.274069916107602 "g"
"25" "standing" "time" "body" "accelerometer" NA NA "mean" "y" -0.0185440541740351 "g"
"25" "standing" "time" "body" "accelerometer" NA NA "mean" "z" -0.109293279122807 "g"
"25" "standing" "time" "body" "accelerometer" NA NA "std" "x" -0.787137363888889 "g"
"25" "standing" "time" "body" "accelerometer" NA NA "std" "y" -0.611614171529825 "g"
"25" "standing" "time" "body" "accelerometer" NA NA "std" "z" -0.703620787552632 "g"
"25" "standing" "time" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.882302748976608 "rad/seg"
"25" "standing" "time" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.902127701491228 "rad/seg"
"25" "standing" "time" "body" "gyroscope" "jerk" NA "mean" "x" -0.106956810491754 "rad/seg"
"25" "standing" "time" "body" "gyroscope" "jerk" NA "mean" "y" -0.039178116686345 "rad/seg"
"25" "standing" "time" "body" "gyroscope" "jerk" NA "mean" "z" -0.0558615330477193 "rad/seg"
"25" "standing" "time" "body" "gyroscope" "jerk" NA "std" "x" -0.819645866695906 "rad/seg"
"25" "standing" "time" "body" "gyroscope" "jerk" NA "std" "y" -0.92376429619883 "rad/seg"
"25" "standing" "time" "body" "gyroscope" "jerk" NA "std" "z" -0.869013091578947 "rad/seg"
"25" "standing" "time" "body" "gyroscope" "magnitude" NA "mean" NA -0.702316028245614 "rad/seg"
"25" "standing" "time" "body" "gyroscope" "magnitude" NA "std" NA -0.750813458773684 "rad/seg"
"25" "standing" "time" "body" "gyroscope" NA NA "mean" "x" -0.012304898377193 "rad/seg"
"25" "standing" "time" "body" "gyroscope" NA NA "mean" "y" -0.0778616409423099 "rad/seg"
"25" "standing" "time" "body" "gyroscope" NA NA "mean" "z" 0.102279039896287 "rad/seg"
"25" "standing" "time" "body" "gyroscope" NA NA "std" "x" -0.747938599023392 "rad/seg"
